UUID,LIDAR_YEAR,LIDAR_ACQ,STRAT0_RETURN-PROPORTION,STRAT1_RETURN-PROPORTION,STRAT2_RETURN-PROPORTION,STRAT3_RETURN-PROPORTION,STRAT4_RETURN-PROPORTION,STRAT5_RETURN-PROPORTION,HEIGHT_05-PERCENTILE,HEIGHT_25-PERCENTILE,HEIGHT_50-PERCENTILE,HEIGHT_75-PERCENTILE,HEIGHT_95_PERCENTILE,LIDAR_COVER,POTENTIAL_VOLUME,STDDEV_HEIGHT,SURFACE_VOLUME,KURTOSIS,SKEWNESS,ASPECT,ELEVATION,SLOPE,YEAR,TPA,BA,SDI,CCF,QMD,TCUFT,TOPHT,NUMBER_OF_STRATA,TOTAL_COVER,STRUCTURE_CLASS,CANOPY_BASEHEIGHT,CANOPY_BULKDENSITY,ABOVEGROUND_BIOMASS,ABOVEGROUND_CARBON,ABOVEGROUND_LIVE_CARBON,GS_TPA,AF,AS,BM,BO,CH,CW,DF,DG,ES,GC,GF,IC,JP,KP,LO,LP,MA,MC,MH,NF,OH,OS,OT,PC,PL,PP,PY,RA,RC,RF,SF,SH,SP,SS,TO,WA,WB,WF,WH,WI,WJ,WL,WO,WP,YC,TRUE_FIR,OTHER_HARDWOOD,MAPLE,OAK,DOUGLAS_FIR,SPRUCE,CEDAR,PONDEROSA_PINE,OTHER_SOFTWOOD,LODGEPOLE_PINE,HEMLOCK,RED_ALDER,TANOAK,JUNIPER,LARCH,YEAR_DIFF,LAT,LON,ECOREGION3,AGENCY,DISTANCE_TO_WATER_M,PLOT_SIZE_AC,MEAS_YR,SAT_YEAR,LT_YSD_NBR,LT_YSD_SWIR1,WEIGHTS
026181b1,2014,lane-county_2014,0.098841,0.10354,0.065789,0.193922,0.125313,0.293233,0.0,2.79,15.77,33.27,57.939999,79.761905,6183.0,16.199211120605472,2869.897216796875,2.217904,0.685645,125.4215087890625,211.13699340820312,39.15730285644531,2017,64.0,302.0,362.0,294.0,29.431742872743698,10809.0,103.0,3.0,62.0,6=OM,30.0,0.0320562,177.0,80.0,80.0,64.0,0.0,0.0,45.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,250.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.31398694163657,-123.69913610831652,coast_range,BLM,281.92591760000005,0.125,2017,2014.0,29.0,29.0,3
026a8fdb,2016,loomis-loup-loup_2016,0.218305,0.009252,0.112028,0.457614,0.165291,0.0,0.0,3.965,12.97,18.17,23.60300100000001,77.244311,2561.0,7.65381908416748,1128.7716064453125,1.8177150000000002,-0.175951,276.47219848632807,1594.166259765625,23.46445083618164,2017,510.0,184.0,367.0,252.0,8.140337738370276,4598.0,89.0,2.0,70.0,3=UR,7.0,0.11762,84.0,38.0,38.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,48.80994021740663,-119.88200173069846,north_cascades,WADNR,35.93745452,0.1,2017,2016.0,20.0,20.0,97
027db1f2,2015,wasco_2015,0.077721,0.020879,0.26967,0.521408,0.01963,0.0,0.0,6.49,10.5,14.02,18.417,90.139943,2204.0,3.680411338806152,1382.2197265625,2.372122,-0.22115900000000002,331.4336853027344,809.2943115234375,32.99489974975586,2018,2668.0,214.0,573.0,463.0,3.836774621218831,4948.0,89.0,1.0,98.0,2=SE,9.0,0.242118,93.0,42.0,42.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,3.0,45.83596815,-122.0526181,cascades,USFS,145.9537052,0.25,2018,2015.0,20.0,19.0,55
02c7f3fe,2017,southwest-state-lands_2017,0.033067,0.009378,0.040986,0.516221,0.377214,0.0,2.277,15.13,18.559999,21.584999,25.35300100000001,95.755471,2676.5,3.2029459476470947,1958.041015625,4.297478,-1.153,226.89979553222656,792.8131103515625,18.138851165771484,2017,430.0,261.0,468.0,310.0,10.544986719224514,7945.0,87.0,3.0,88.0,4=YM,34.0,0.210785,132.0,60.0,60.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,46.27073003931317,-122.49666239169956,cascades,WADNR,2.378618655,0.1,2017,2017.0,32.0,27.0,43
02d42f77,2015,upper-umpqua_2015,0.268971,0.117531,0.117389,0.227562,0.118427,0.001085,0.0,0.09,3.73,14.26,24.34,61.34980899999999,2368.5,6.11970329284668,759.7976684570312,2.410412,0.8389,36.21644973754883,1571.177978515625,32.01519775390625,2016,156.0,155.0,253.0,117.0,13.50887643308872,5820.0,107.0,1.0,59.0,2=SE,11.0,0.114168,90.0,41.0,41.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,43.578380556488746,-122.61729543116434,cascades,USFS,333.6351106,0.25,2016,2015.0,30.0,30.0,77
02e25bb8,2016,mt-adams_2016,0.073572,0.056883,0.063039,0.169225,0.301431,0.270185,0.0,9.29,22.860001,30.540001,37.610001,86.954499,3934.0,9.362726211547852,2707.958984375,1.8672349999999998,-0.290162,117.50824737548828,878.663330078125,34.817150115966804,2018,168.0,309.0,446.0,333.0,18.361210451292724,12866.0,137.0,1.0,71.0,5=OS,24.0,0.125992,221.0,100.0,100.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,46.06275991999999,-121.66431099999998,cascades,USFS,63.17048732,0.25,2018,2016.0,31.0,31.0,25
02f46eba,2012,rogue-river_2012,0.479699,0.348402,0.010046,0.087624,0.053579,0.0,0.0,0.0,0.17,0.61,20.247,17.189898,2270.0,4.909835815429688,180.7808380126953,6.590219,2.256668,143.13389587402344,1151.2623291015625,29.97520065307617,2013,8.0,22.0,29.0,7.0,22.5,798.0,83.0,0.0,5.0,1=SI,48.0,0.00636856,9.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.3022674517031,-123.4113706497893,klamath_mountains_california_high_north_coast_range,BLM,309.87476760000004,0.125,2013,2012.0,27.0,27.0,16
02fd0d63,2015,loomis-loup-loup_2015,0.4448220000000001,0.054856,0.127538,0.157677,0.089314,0.0,0.0,0.0,1.38,9.934999,23.51,50.03216,2362.0,6.863071441650392,632.6743774414062,3.4664080000000004,1.277777,39.49414825439453,979.403564453125,35.83675003051758,2017,470.0,108.0,235.0,157.0,6.501014657561576,2472.0,80.0,2.0,63.0,3=UR,4.0,0.0807342,48.0,22.0,22.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,48.504754921422425,-119.78103701458284,north_cascades,WADNR,61.01719777,0.1,2017,2015.0,30.0,30.0,92
034947d2,2017,southwest-state-lands_2017,0.058355,0.009226,0.020528,0.554723,0.348633,0.0,0.0,15.19,18.48,20.959999,23.969999,93.241841,2613.5,3.0973246097564697,2035.153564453125,5.09356,-1.507935,79.87715148925781,912.1824951171876,16.92020034790039,2018,490.0,306.0,547.0,269.0,10.706940358369351,9133.0,93.0,2.0,83.0,3=UR,23.0,0.330502,160.0,73.0,73.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,46.23088105982127,-122.34191360950278,cascades,WADNR,130.19899999999998,0.1,2018,2017.0,25.0,9.0,25
0349b980,2015,upper-rogue_2015,0.141062,0.052995,0.057166,0.106917,0.227996,0.265798,0.0,2.62,19.52,30.5,43.281998,80.594325,3813.0,9.930110931396484,2540.47802734375,1.785307,0.222683,64.84625244140625,1456.193359375,34.5594482421875,2016,680.0,356.0,658.0,309.0,9.794608468668812,13664.0,114.0,1.0,77.0,6=OM,9.0,0.0679641,570.0,258.0,258.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,9.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,9.0,0.0,0.0,205.0,0.0,33.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.9397008231661,-122.53862746166978,cascades,USFS,84.10722364,0.25,2016,2015.0,30.0,30.0,0
036524b1,2011,newberry-usfs_2011,0.727885,0.036858,0.071504,0.102675,0.012216,0.0,0.0,0.0,0.0,0.61,14.97,23.525695,1426.0,3.358726978302002,131.57177734375,6.705997,2.1557459999999997,220.12680053710935,1567.707275390625,1.41729998588562,2014,60.0,54.0,89.0,45.0,12.794608290443993,1466.0,61.0,1.0,20.0,2=SE,19.0,0.0308893,28.0,13.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,43.54984273162969,-121.27135479089334,eastern_cascades_slopes_and_foothills,USFS,7733.151206999999,0.25,2015,2011.0,26.0,21.0,197
03810871,2012,hoh-river_2012,0.017628,0.00609,0.110897,0.7230770000000001,0.13109,0.0,7.1295,11.99,15.18,18.049999,22.1,97.628205,2361.5,3.35693883895874,1637.835205078125,3.8614269999999995,-0.579393,227.92694091796875,243.19204711914065,9.236650466918944,2014,370.0,231.0,412.0,262.0,10.69241965270742,6763.0,94.0,2.0,82.0,3=UR,16.0,0.126958,113.0,51.0,51.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,2.0,47.85338391019024,-124.41792820716536,coast_range,WADNR,147.1767049,0.1,2014,2012.0,27.0,27.0,21
03857edc,2016,ne-wa_2016,0.5883970000000001,0.029237,0.132024,0.106441,0.033805,0.0,0.0,0.0,0.0,5.73,17.852001,38.236638,1294.5,3.199223518371582,228.41944885253903,5.494564,1.7975290000000002,323.2608947753906,1063.193115234375,20.036300659179688,2016,297.0,91.0,187.0,109.0,7.508301157679097,2522.0,80.0,1.0,48.0,1=SI,17.0,0.0813971,41.0,19.0,19.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,76.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,47.96742289099762,-117.05170402433086,northern_rockies,WADNR,367.6667355,0.1,2015,2016.0,31.0,31.0,52
03b20025,2015,hood-canal_2015,0.071978,0.096627,0.004901,0.046367,0.472035,0.292235,0.0,20.547501,26.84,30.8025,36.110001,83.139535,3959.5,4.615601062774658,2908.75341796875,2.778019,-1.044489,235.40020751953125,360.9888305664063,20.442649841308597,2015,160.0,174.0,278.0,210.0,14.11771950754253,6996.0,122.0,2.0,59.0,3=UR,69.0,0.129565,117.0,53.0,53.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.579188063172346,-123.0418390049058,coast_range,WADNR,146.7635115,0.1,2015,2015.0,30.0,24.0,44
03d7daa8,2014,lane-county_2014,0.026716,0.012471,0.072345,0.140611,0.043147,0.689816,4.26,18.040001,46.43,53.5,61.110001,96.081329,6270.5,14.40762996673584,4989.47265625,1.942926,-0.625853,13.947549819946287,423.8670654296875,23.45515060424805,2017,176.0,315.0,457.0,349.0,18.11782145259911,18373.0,194.0,2.0,75.0,6=OM,15.0,0.0754295,296.0,134.0,134.0,176.0,0.0,0.0,27.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,44.09830167791822,-122.49501148405984,cascades,BLM,200.76318,0.125,2017,2014.0,29.0,29.0,11
03e06374,2015,upper-rogue_2015,0.878131,0.025961,0.030126,0.006311,0.0,0.0,0.0,0.0,0.0,0.0,3.906,9.590735,263.5,0.5257099866867065,12.386456489562988,22.235373000000003,4.22268,211.50173950195312,1350.03759765625,10.679100036621094,2016,12.0,7.0,12.0,9.0,10.141827404051352,207.0,60.0,0.0,2.0,0=BG,45.0,0.0220542,4.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.74263052892631,-123.02323652260016,klamath_mountains_california_high_north_coast_range,USFS,445.9743218,0.25,2016,2015.0,30.0,26.0,65
03f6772b,2015,upper-umpqua_2015,0.077067,0.02831,0.023217,0.258688,0.542166,0.058942,0.0,16.41,21.755001,25.73,30.450001,89.462253,3253.5,3.9685688018798833,2533.295654296875,3.293452,-1.000702,106.3116455078125,467.3121032714844,41.85290145874024,2015,239.0,234.0,383.0,291.0,13.392824577374508,7869.0,98.0,1.0,76.0,2=SE,41.0,0.162135,138.0,63.0,63.0,239.0,0.0,0.0,0.0,0.0,4.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.82480887645818,-123.5645247036344,coast_range,BLM,140.80346919999997,0.125,2010,2015.0,30.0,18.0,27
042ad8f1,2014,colockum_2014,0.287404,0.083342,0.285206,0.202492,0.0,0.0,0.0,0.0,4.68,9.23,12.8,62.925348,1582.0,4.586131095886231,714.6810302734375,1.927668,0.404889,311.408203125,1220.9466552734375,22.985849380493164,2016,280.0,97.0,195.0,131.0,7.982279537758244,1900.0,62.0,1.0,52.0,2=SE,12.0,0.145481,36.0,16.0,16.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.27367909382705,-120.31470102323412,eastern_cascades_slopes_and_foothills,WADNR,41.57928525,0.1,2016,2014.0,18.0,29.0,114
042b1f1e,2015,four-rivers_2014-2015,0.604522,0.019833,0.112455,0.000793,0.0,0.0,0.0,0.0,0.0,3.4175,6.8595,37.564459,678.0,1.9214930534362795,152.1898193359375,3.520292,1.244016,334.268310546875,1415.354248046875,9.648849487304688,2015,64.0,54.0,91.0,47.0,12.430984333463828,660.0,36.0,1.0,23.0,1=SI,16.0,0.017512,14.0,6.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,44.63388501741024,-118.22426448203304,blue_mountains,USFS,133.0191834,0.25,2015,2015.0,30.0,22.0,338
0451d8aa,2015,upper-umpqua_2015,0.101296,0.030183,0.008375,0.115834,0.647282,0.095291,0.0,19.790001,24.299999,27.459999,31.24,86.852086,3473.0,3.57578706741333,2730.512939453125,3.717281,-1.339474,182.16627734653073,466.5539855957031,21.498568408984355,2015,334.0,279.0,470.0,351.0,12.378011761907333,9961.0,107.0,1.0,82.0,2=SE,37.0,0.200362,175.0,79.0,79.0,334.0,0.0,0.0,7.0,0.0,3.0,0.0,262.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.78950131690175,-123.60435549538292,coast_range,BLM,214.2244389,0.125,2010,2015.0,30.0,30.0,30
048f2963,2011,newberry-usfs_2011,0.732973,0.121242,0.034605,0.032519,0.000736,0.0,0.0,0.0,0.0,0.19,7.0360000000000005,14.578476,685.0,1.1443405151367188,36.542293548583984,18.341428,3.820205,155.48165893554688,1998.946533203125,13.12534999847412,2014,48.0,25.0,47.0,23.0,9.866863704874772,643.0,47.0,1.0,55.0,1=SI,12.0,0.0151785,15.0,7.0,7.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,3.0,43.70509856646908,-121.9518274396432,cascades,USFS,916.5677143,0.25,2015,2011.0,8.0,7.0,3
04a79eba,2014,lane-county_2014,0.048204,0.09518,0.059564,0.172551,0.354007,0.139085,0.198,3.84,19.66,25.16,37.862,85.661652,3220.5,9.374545097351074,1778.940185546875,1.9683490000000001,0.056329,31.7283992767334,549.383056640625,17.596599578857422,2017,72.0,111.0,166.0,118.0,16.82867913997226,4068.0,84.0,2.0,51.0,6=OM,17.0,0.0227649,62.0,28.0,28.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,39.0,0.0,0.0,0.0,3.0,44.20937831197841,-123.63538245441416,coast_range,BLM,206.1710835,0.125,2017,2014.0,29.0,14.0,16
04a8f23c,2014,lane-county_2014,0.075026,0.027159,0.041103,0.163163,0.598855,0.054422,0.0,16.154999,22.9,26.25,30.15,89.781478,3246.0,5.9935479164123535,2306.61669921875,2.809247,-1.0118559999999999,90.32990264892578,227.97360229492188,18.700899124145508,2017,160.0,159.0,259.0,197.0,13.509903692224126,6347.0,110.0,1.0,64.0,1=SI,48.0,0.0922021,106.0,48.0,48.0,160.0,0.0,0.0,3.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.847409970837546,-123.41624288522156,coast_range,BLM,297.03756810000004,0.125,2017,2014.0,14.0,15.0,14
04cec3e8,2012,hoh-river_2012,0.106802,0.104197,0.298698,0.026918,0.0,0.0,0.0,1.75,3.62,5.84,9.193,78.900145,1083.5,2.4476549625396733,427.2870788574219,2.569492,0.49695,157.76019287109375,275.82769775390625,28.58869934082031,2013,820.0,104.0,255.0,183.0,4.829204833391922,1507.0,46.0,1.0,92.0,1=SI,1.0,0.186692,34.0,15.0,15.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,47.83174980208472,-124.41318992674076,coast_range,WADNR,164.5046831,0.1,2013,2012.0,27.0,27.0,36
04e732cc,2015,hood-canal_2015,0.103083,0.020937,0.074634,0.237448,0.479412,0.026766,0.0,9.345,20.129999,24.76,29.01,87.598013,3358.0,6.070048332214356,2266.28173828125,2.040156,-0.576483,150.2819061279297,405.9913940429688,19.021499633789062,2015,400.0,188.0,354.0,283.0,9.27171782318905,5887.0,105.0,2.0,83.0,3=UR,18.0,0.096724,102.0,46.0,46.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,47.513025847176046,-123.15340503157536,coast_range,WADNR,343.6815174,0.1,2015,2015.0,30.0,30.0,26
